1,421180
2,293520
3,17410
4,339580
5,604490
6,455970
7,95400
8,357290
9,530720
10,423730
11,403740
12,294440
13,562660
14,463550
15,555720
16,269050
17,601930
18,297590
19,261680
20,619870
21,460710
22,598840
23,540780
24,670810
25,292880
26,628340
27,487040
28,495910
29,23460
30,387680
31,589430
32,208630
33,578590
34,356870
35,705260
36,628440
37,719590
38,379960
39,392580
40,596710
41,509980
42,385840
43,252370
44,289500
45,201480
46,449140
47,399900
48,689090
49,504660
50,411480
51,321920
52,40340
53,220440
54,397460
55,291330
56,521890
57,659890
58,544140
59,416560
60,657440
61,332310
62,327940
63,601010
64,654690
65,656360
66,342990
67,27050
68,448070
69,47520
70,6040
71,655930
72,33670
73,462700
74,425040
75,357690
76,527760
77,435460
78,356380
79,531200
80,629440
81,232950
82,444210
83,58610
84,368080
85,327640
86,640970
87,474750
88,609990
89,581640
90,33110
91,436390
92,210970
93,570500
94,384590
95,463050
96,527620
97,574850
98,653190
99,682020
100,685310
101,255260
102,763230
103,428350
104,485330
105,580820
106,348510
107,412660
108,462030
109,6310
110,655160
111,227220
112,458710
113,494600
114,643980
115,512600
116,587770
117,533150
118,400500
119,544940
120,513210
121,265970
122,365280
123,374950
124,549860
125,394310
126,397690
127,38720
128,246360
129,545743
130,409720
131,260130
132,444090
133,223330
134,562520
135,659870
136,6550
137,352520
138,288830
139,259130
140,500
141,434120
142,317790
143,452920
144,345280
145,448640
146,405720
147,432470
148,302870
149,316140
150,540660
151,42200
152,441160
153,281280
154,541380
155,341570
156,302370
157,400160
158,549100
159,500320
160,378830
161,452740
162,683830
163,431810
164,205530
165,506900
166,280720
167,727910
168,562810
169,409450
170,338050
171,539440
172,19200
173,263340
174,394360
175,514340
176,216210
177,525300
178,516480
179,489700
180,708510
181,708950
182,448780
183,330580
184,545960
185,3260
186,571260
187,237990
188,32500
189,298820
190,600720
191,396790
192,376240
193,548350
194,581430
195,400110
196,276870
197,381800
198,451130
199,340650
200,764470
201,448690
202,490300
203,346850
204,580910
205,352960
206,454430
207,764010
208,468070
209,597200
210,561610
211,315830
212,215160
213,722870
214,766530
215,368770
216,384120
217,499440
218,422940
219,563570
220,338260
221,433750
222,500580
223,398070
224,496850
225,449710
226,397670
227,464880
228,307780
229,402390
230,20500
231,416850
232,628710
233,355080
234,440740
235,208400
236,529920
237,248710
238,664660
239,528450
240,631990
241,629840
242,517240
243,321540
244,10270
245,393290
246,654740
247,490090
248,348950
249,654910
250,494230
251,363410
252,377530
253,726650
254,609100
255,265330
256,319170
257,413260
258,498620
259,423550
260,519080
261,661830
262,58560
263,289460
264,497680
265,61520
266,217270
267,9760
268,444940
269,328940
270,502770
271,9040
272,11920
273,410770
274,429940
275,388080
276,284910
277,497040
278,516530
279,24650
280,513680
281,3720
282,361950
283,200050
284,217120
285,292670
286,529870
287,767580
288,467930
289,319740
290,638690
291,383010
292,329610
293,653330
294,443760
295,296530
296,4760
297,656220
298,373140
299,2610
300,507300
301,610390
302,358130
303,597970
304,44200
305,375620
306,276890
307,474030
308,485160
309,15900
310,416210
311,351720
312,686870
313,527210
314,449440
315,441100
316,295630
317,708340
318,370540
319,580590
320,399270
321,567340
322,414190
323,529950
324,357720
325,427810
326,465490
327,286440
328,252030
329,65790
330,591950
331,222880
332,446850
333,282210
334,314200
335,503130
336,345200
337,617660
338,17520
339,264420
340,8300
341,352890
342,4720
343,723880
344,363530
345,377190
346,204860
347,214550
348,552410
349,757450
350,303430
351,201000
352,365800
353,341710
354,715840
355,116100
356,364390
357,523220
358,366600
359,660340
360,316890
361,426630
362,357700
363,4500
364,337360
365,650990
366,285920
367,289380
368,338810
369,573600
370,451640
371,496990
372,696480
373,239820
374,679470
375,21500
376,201210
377,585750
378,31870
379,424830
380,665090
381,713520
382,310890
383,506870
384,713160
385,224820
386,645090
387,516050
388,473710
389,341980
390,769370
391,584880
392,701900
393,273820
394,31190
395,645940
396,628400
397,520600
398,530080
399,262920
400,453890
401,362810
402,331200
403,539450
404,512430
405,265610
406,730950
407,346140
408,312420
409,353390
410,568670
411,314520
412,446250
413,6510
414,349840
415,239140
416,342650
417,4800
418,201230
419,256190
420,222480
421,362490
422,346090
423,662910
424,260730
425,302650
426,617420
427,286080
428,742470
429,635850
430,518120
431,646460
432,701730
433,454170
434,8690
435,749140
436,342100
437,202690
438,453220
439,352700
440,414140
441,319560
442,361890
443,390040
444,461210
445,578830
446,279500
447,331500
448,368970
449,370160
450,322850
451,485900
452,310950
453,472870
454,473610
455,21800
456,12710
457,548650
458,620570
459,763740
460,510510
461,493810
462,640380
463,700460
464,418670
465,64000
466,346450
467,446870
468,360940
469,425650
470,748530
471,555210
472,574310
473,404410
474,666860
475,57740
476,392930
477,396730
478,388680
479,409460
480,513820
481,335320
482,343840
483,392950
484,391250
485,408960
486,551730
487,6120
488,491530
489,440470
490,453340
491,383020
492,582890
493,715720
494,91330
495,736610
496,308270
497,233310
498,96000
499,612540
500,565510
501,297760
502,269810
503,725680
504,708260
505,694430
506,381610
507,417110
508,652510
509,315130
510,344630
511,203650
512,207930
513,655370
514,505210
515,509240
516,337820
517,307070
518,529130
519,304910
520,331450
521,365270
522,474730
523,653400
524,368470
525,513330
526,95700
527,290650
528,514200
529,494170
530,459830
531,554290
532,743370
533,588420
534,316700
535,415000
536,453270
537,513770
538,601790
539,211900
540,603350
541,509960
542,438920
543,376520
544,327030
545,513630
546,372930
547,238320
548,336670
549,360590
550,512060
551,298180
552,608460
553,247000
554,434780
555,740410
556,580040
557,395170
558,342230
559,576120
560,332200
561,653210
562,465070
563,266050
564,251310
565,600830
566,702150
567,695020
568,12460
569,647050
570,236090
571,266430
572,49320
573,730920
574,49470
575,336610
576,434920
577,409590
578,464780
579,505060
580,333210
581,678970
582,302570
583,305510
584,688930
585,646960
586,226620
587,434510
588,420520
589,430280
590,281640
591,760820
592,219070
593,358270
594,296630
595,492340
596,386600
597,677980
598,582280
599,253530
600,527240
601,238890
602,618710
603,719610
604,601980
605,369550
606,294860
607,263040
608,560300
609,658400
610,39210
611,745180
612,298560
613,260000
614,207710
615,353380
616,427910
617,491090
618,645780
619,284140
620,262790
621,364240
622,107800
623,585260
624,556110
625,409040
626,562700
627,330620
628,527920
629,387290
630,593680
631,502420
632,644930
633,205270
634,320320
635,392820
636,339120
637,775690
638,458510
639,289090
640,681750
641,350110
642,365720
643,410430
644,290990
645,398120
646,575470
647,446780
648,628750
649,516580
650,486230
651,263120
652,645820
653,511190
654,666050
655,337410
656,411530
657,354160
658,472420
659,634160
660,480480
661,700790
662,347030
663,656490
664,354500
665,448940
666,440280
667,433380
668,526920
669,291010
670,454670
671,345480
672,728990
673,486380
674,429700
675,476710
676,610190
677,745030
678,235980
679,666260
680,375950
681,343820
682,439880
683,431410
684,407600
685,356800
686,418070
687,271820
688,337180
689,314330
690,765560
691,657630
692,348620
693,492800
694,109500
695,602930
696,653080
697,360890
698,378350
699,346080
700,204220
701,738470
702,498320
703,336700
704,337150
705,262450
706,445230
707,546870
708,526490
709,598350
710,663120
711,463830
712,758790
713,563520
714,566220
715,557600
716,318740
717,378570
718,549190
719,494320
720,356280
721,560200
722,377310
723,480650
724,365760
725,373820
726,325110
727,495350
728,349500
729,369120
730,654880
731,98100
732,232790
733,99200
734,363130
735,555290
736,318130
737,403040
738,732730
739,307770
740,384480
741,542560
742,545742
743,330720
744,469920
745,466830
746,380100
747,32660
748,283180
749,395300
750,233130
751,533640
752,592020
753,434790
754,322950
755,612150
756,557680
757,213610
758,596280
759,276810
760,45700
761,427100
762,355190
763,539700
764,37280
765,238750
766,454570
767,547840
768,428270
769,576730
770,716170
771,41060
772,305960
773,291270
774,242570
775,376730
776,609150
777,541130
778,685420
779,451210
780,475240
781,222440
782,375480
783,684270
784,421580
785,576980
786,375030
787,679400
788,439800
789,635940
790,635580
791,251630
792,578330
793,261940
794,291430
795,606950
796,239120
797,223510
798,364720
799,578870
800,590870
801,387010
802,442080
803,346770
804,324060
805,342560
806,536420
807,98300
808,39560
809,654770
810,717950
811,468160
812,492610
813,417590
814,283820
815,500550
816,466170
