1,99956
2,113779
3,30193
4,122393
5,78990
6,58281
7,11804
8,60699
9,117344
10,88254
11,4325
12,142622
13,88994
14,122004
15,12690
16,102760
17,29064
18,77440
19,103632
20,20729
21,12132
22,3117
23,49093
24,33796
25,129146
26,42112
27,147510
28,126569
29,31660
30,88746
31,72457
32,114945
33,161870
34,112796
35,122952
36,42121
37,7273
38,140529
39,130846
40,54209
41,104157
42,28508
43,35663
44,114513
45,10170
46,84712
47,150459
48,153025
49,91253
50,7171
51,84382
52,148131
53,49414
54,48900
55,109717
56,72791
57,51114
58,151176
59,34203
60,123040
61,120201
62,55296
63,31078
64,60180
65,148619
66,29049
67,81492
68,109043
69,100611
70,75208
71,105383
72,89422
73,156605
74,129202
75,791
76,116945
77,123362
78,25048
79,79535
80,105047
81,29298
82,84836
83,85489
84,106033
85,133766
86,15964
87,45135
88,158118
89,72100
90,69505
91,52714
92,47006
93,140454
94,118209
95,100939
96,11915
97,34336
98,16601
99,41861
100,6724
101,55246
102,52117
103,23796
104,43763
105,120170
106,152549
107,149413
108,24121
109,111869
110,24623
111,78489
112,104643
113,99914
114,48452
115,103098
116,134555
117,109106
118,105629
119,45244
120,17599
121,52864
122,23433
123,55574
124,50506
125,37661
126,38165
127,113134
128,128433
129,112685
130,86155
131,158225
132,42589
133,63104
134,68430
135,150617
136,109330
137,80218
138,142629
139,17501
140,158659
141,34410
142,130285
143,29927
144,118654
145,46088
146,21808
147,121381
148,68010
149,90919
150,50235
151,71076
152,1702
153,34916
154,39021
155,157543
156,10040
157,95404
158,1794
159,36467
160,85363
161,96247
162,123353
163,70503
164,141084
165,144117
166,51635
167,152701
168,147224
169,24945
170,71526
171,91441
172,84102
173,56230
174,25835
175,74637
176,101596
177,1684
178,109473
179,51921
180,72746
181,90256
182,58021
183,96645
184,158864
185,121002
186,79193
187,26568
188,111477
189,130744
190,21907
191,125424
192,62361
193,148658
194,7964
195,1872
196,53449
197,127990
198,92507
199,100726
200,152274
201,160211
202,118530
203,87319
204,76550
205,49266
206,90442
207,155726
208,30242
209,85418
210,65604
211,64502
212,29448
213,126731
214,28091
215,155868
216,158082
217,133490
218,129532
219,68380
220,109786
221,37527
222,95586
223,57472
224,17946
225,117485
226,150609
227,60709
228,23313
229,14427
230,45801
231,48753
232,151251
233,56872
234,159810
235,11035
236,104010
237,104741
238,83057
239,59937
240,102674
241,143096
242,121400
243,108752
244,55572
245,110739
246,88868
247,83485
248,100759
249,162506
250,24801
251,105666
252,70664
253,97652
254,77368
255,113049
256,115962
257,25991
258,54759
259,26551
260,8871
261,108338
262,27632
263,35481
264,70883
265,101499
266,30491
267,1871
268,144050
269,84281
270,79602
271,78867
272,130692
273,24328
274,64010
275,99079
276,127096
277,15859
278,159313
279,9885
280,99466
281,48889
282,121900
283,162820
284,159537
285,81836
286,152851
287,136766
288,13904
289,44676
290,113738
291,15436
292,117006
293,4502
294,96742
295,113900
296,70245
297,110286
298,79268
299,23967
300,90278
301,5995
302,80131
303,156775
304,61333
305,132613
306,54588
307,24749
308,148128
309,98312
310,59041
311,108797
312,37649
313,59086
314,53703
315,69494
316,58573
317,70926
318,120877
319,22889
320,107344
321,90556
322,23164
323,103838
324,97696
325,135785
326,3368
327,98145
328,28116
329,2154
330,24971
331,84590
332,3576
333,47028
334,143289
335,150274
336,28646
337,63203
338,68638
339,149873
340,105267
341,74119
342,96476
343,7926
344,161319
345,71124
346,50408
347,2758
348,122262
349,13871
350,46828
351,3505
352,18882
353,65536
354,42225
355,34266
356,14024
357,497
358,63962
359,52337
360,138754
361,101580
362,154
363,69157
364,135158
365,116869
366,16446
367,25427
368,36769
369,37896
370,87197
371,101690
372,50766
373,101952
374,10168
375,99616
376,123714
377,132902
378,156977
379,69675
380,106889
381,127221
382,62465
383,114481
384,160241
385,144941
386,570
387,47234
388,15621
389,144744
390,130686
391,24419
392,549
393,13856
394,117876
395,100279
396,112549
397,138687
398,65217
399,27955
400,156473
401,96829
402,101640
403,17078
404,393
405,117767
406,129091
407,104745
408,42689
409,147558
410,155000
411,69713
412,34884
413,82805
414,92869
415,124894
416,100282
417,14789
418,149679
419,160820
420,162517
421,27357
422,108097
423,81331
424,37910
425,80526
426,104417
427,82900
428,142997
429,158608
430,10143
431,31939
432,140230
433,2433
434,73044
435,139150
436,38533
437,13082
438,18212
439,22154
440,90874
441,107809
442,21874
443,158810
444,24809
445,85780
446,3008
447,65974
448,130271
449,11288
450,63810
451,10140
452,101541
453,140936
454,68545
455,32995
456,57918
457,160616
458,58267
459,60700
460,14303
461,40860
462,127435
463,56399
464,123429
465,125729
466,156202
467,74124
468,71104
469,7889
470,129800
471,33859
472,18022
473,162169
474,2300
475,60735
476,67997
477,24761
478,6389
479,126671
480,71941
481,91867
482,36200
483,47398
484,9899
485,47181
486,83766
487,61179
488,146255
489,107106
490,106161
491,10802
492,66759
493,106043
494,86238
495,13209
496,86468
497,132851
498,37144
499,60477
500,103508
501,114639
502,136179
503,89938
504,84254
505,119469
506,52017
507,69731
508,58634
509,119708
510,82750
511,51157
512,151009
513,75909
514,106779
515,160653
516,139555
517,83635
518,141014
519,118241
520,133661
521,152239
522,143690
523,82550
524,99003
525,71849
526,141050
527,58907
528,60406
529,112118
530,45386
531,24561
532,61210
533,88022
534,126764
535,91502
536,48691
